Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
Data Scientist,4.8,KnowBe4,"Clearwater, FL","Clearwater, FL",750.5,2010,Company - Private,Security Services,Business Services,-1,85.0,300.0,"KnowBe4, Inc. high growth information security company. world's largest provider new-school security awareness training simulated phishing. KnowBe4 created help organizations manage ongoing problem social engineering. Tens thousands organizations worldwide use KnowBe4's platform mobilize end users last line defense enable make better security decisions, every day. ranked best place work technology nationwide Fortune Magazine placed The Tampa Bay Top Workplaces Survey last four years. also 27th record-setting quarter row! The Data Scientist work closely FP&A Quantitative Analytics Manager implement advanced analytical models data-driven solutions. Responsibilities: Work key stakeholders throughout organization identify opportunities using financial data develop business solutions. Develop new enhance existing data collection procedures ensure data relevant analyses captured. Cleanse, consolidate, verify integrity data used analyses. Build validate predictive models increase customer retention, revenue generation, business outcomes. Develop relevant statistical models assist profitability forecasting Create analytics leverage known, inferred appended information origins recognizing patterns assist outlook forecasting Assist design data modeling data warehouse. Visualize data, especially reports dashboards, communicate analysis results stakeholders. Extend data collection unstructured data within company external sources Mine collect data (both structured unstructured) detect patterns, opportunities insights drive organization Create execute automation data mining requests utilizing SQL, Access, Excel, SAS statistical programs Trouble shoot forecast optimization anomalies FP&A team use statistical mathematical optimization models. Develop testing explain reduce anomalies. Oversee develop key metric forecasts well provide budget support based trends business/industry. Minimum Qualifications: Master's degree Statistics, Computer Science, Mathematics quantitative discipline required 2-3 years experience similar role (Master's Degree) 0-2 years experience similar role (PhD) Experience leveraging predictive modeling, big data analytics, exploratory data analysis machine learning drive significant business impact Experience statistical computer languages (Python, etc.) manipulate analyze large datasets preferred. Experience data visualization tools like D3.js, matplotlib, etc., preferred Exceptional understanding machine learning algorithms Random Forest, SVM, k-NN, Naïve Bayes, Gradient Boosting plus. Applied statistical skills including statistical testing, regression, etc. Experience data bases, query languages, associated data architecture. Experience distributed computing tools (Hive, Spark, etc.) plus. Strong analytical skills ability meet project deadlines. Note: applicant assessment, background check drug test may part hiring procedure. recruitment agencies, please."
Data Scientist,3.8,PNNL,"Richland, WA","Richland, WA",3000.5,1965,Government,Energy,"Oil, Gas, Energy & Utilities","Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",76.5,250500.0,"*Organization Job ID** Job ID: 310709 Directorate: Earth Biological Sciences Division: Biological Sciences Group: Exposure Science Team *Job Description** The Biological System Science (BSS) Group Biological Sciences Division Pacific Northwest National Laboratory (PNNL) seeking staff scientist multidisciplinary experience computational chemistry, cheminformatics, advanced statistics and/or machine learning/deep learning/AI. Preferred candidates broad understanding state computational metabolomics experience designing implementing novel deep learning networks chemistry applications. Research experience drug design, cheminformatics, deep learning, machine learning and/or small molecule identification also highly valued. Successful candidates join large, uniquely collaborative, collegial group innovators driving integration data science, computational science analytical chemistry solve nations challenging problems human health, chemical forensics, national security. The BSS Group diverse inclusive, working closely colleagues across laboratory expertise computational biology, integrative omics, applied mathematics, computer science, statistics. Apply knowledge statistics, machine learning, advanced mathematics, simulation, software development, data modeling design, development implement methods integrate, clean analyze data, recognize patterns, address uncertainty, pose questions, make discoveries structured and/or unstructured data. Produce solutions driven exploratory data analysis complex high-dimensional datasets. Design, develop, evaluate predictive models advanced algorithms lead optimal value extraction data. Develop maintain existing deep learning networks generate novel molecules drug discovery applications Contribue author proposals, peer-reviewed papers, technical products. *Minimum Qualifications** BS/BA 0-1 years experience MS/MA 0-1 years experience *Preferred Qualifications** chemical engineering, computer science, related field GPA 3.5+ years research experience Intermediate level programming experience (preferably Python) high-performance computing experience least one first author published, proof submitted, paper applying deep learning use novel compound generation Understanding NMDA receptor potential drug targets Research experience drug design, cheminformatics, deep learning, machine learning and/or small molecule identification *Equal Employment Opportunity** Battelle Memorial Institute (BMI) Pacific Northwest National Laboratory (PNNL) Affirmative Action/Equal Opportunity Employer supports diversity workplace. All employment decisions made without regard race, color, religion, sex, national origin, age, disability, veteran status, marital family status, sexual orientation, gender identity, genetic information. All BMI staff must able demonstrate legal right work United States. BMI E-Verify employer. Learn jobs.pnnl.gov. *_Please aware Department Energy (DOE) prohibits DOE employees contractors participation certain foreign government talent recruitment programs. offered position PNNL currently participant foreign government talent recruitment program required disclose information first day employment._** _Directorate:_ _Earth Biological Sciences_ _Job Category:_ _Scientists/Scientific Support_ _Group:_ _Biological Systems Science_ _Opening Date:_ _2020-03-26_ _Closing Date:_ _2020-04-05_"
Data Scientist,3.6,Amrock,"Detroit, MI","Detroit, MI",3000.5,1997,Company - Private,Real Estate,Real Estate,-1,96.0,250500.0,"Preferred Qualifications Masters degree doctorate statistics another applied science field equivalent experience Considerable experience statistical tools packages (e.g., SAS, SPSS, Minitab, methods incorporate statistical results analyses Proficiency least one programming language, Python, Java C/C++ Strong knowledge statistical methods, particularly areas modeling business analytics Comfort manipulating analyzing complex, high-volume, high-dimensionality data varying sources Ability communicate complex quantitative analysis clear, precise actionable manner Experience modeling forecasting Working knowledge standard querying SQL Advanced hands-on experience Microsoft Office suite Proven track record lead resource business Strong written verbal communication skills Job Summary The Data Scientist works business owners Technology teams provide deep analysis guidance crucial business opportunities across many areas within company. They draw upon knowledge experience applied statistics, data mining, modeling forecasting ensure results accurate clear, providing actionable opportunities business leaders. The Data Scientist must detail-oriented highly aware impact analysis solutions across company. They take initiative focus finding innovative solutions myriad business challenges. Responsibilities Work closely various teams across company identify solve business challenges utilizing large structured, semi-structured unstructured data Drive collection new data refinement existing data sources deep statistical analysis modeling Clean data preparation analysis modeling Perform statistical summaries tests relevant business questions Develop predictive statistical, behavioral models via supervised unsupervised machine learning, statistical analysis modeling techniques Translate business opportunities data-driven machine learning modeling solutions revamp business process Deploy applicable models production system business use Perform statistical testing enhance predictability deployed models Summarize conclusions solutions presentation Develop strong relationships subject matter experts Develop best practices experimentation Who Are Amrock one largest providers title insurance, property valuations settlement services nation. The company authorized agent highest-rated title insurers industry, solutions power many nation's largest residential lending institutions. Amrock preferred provider five top Fortune 100 companies many largest residential mortgage lenders. The company based Detroit retains regional operating centers Ohio, California, Pennsylvania Texas. Disclaimer This outline primary responsibilities position. everything life, things change. The tasks responsibilities changed, added to, removed, amended, deleted modified time leadership group."
Data Scientist / Machine Learning Expert,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000.0,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,114.5,10.0,"Posting Title Data Scientist Machine Learning Expert 04-Feb-2020 Job 288341BR Job Description ONE Global Discovery Chemistry Community working across disease areas Novartis Institutes BioMedical Research (NIBR) seeking highly talented motivated Data Scientist join Global Discovery Chemistry Department Cambridge, MA. The successful candidate join energizing collaborative research organization, working alongside colleagues committed improving human health discovery transformative medicines. seeking unique data scientist skills, experience passion extract new knowledge disruptive insights large rich body data collected one world’s leading pharmaceutical companies. You member global Computer-Aided Drug Discovery (CADD) group, interdisciplinary team expert molecular modelers, cheminformaticians, data scientists. Teamed domain experts biology, chemistry translational medicine, unique opportunity develop apply cutting-edge machine learning technologies uncover insights real-world drug discovery problems innovate paths new medicines. Your responsibilities include: •Develop implement methods extracting patterns correlations internal external data sources using machine learning toolkits •Develop workflows conducting comparative analysis among Novartis’ diverse data sources well generalizing approaches developed in-house externally. •Enable open-source solutions internal use implement cutting-edge published scientific methods. •Develop customized machine learning solutions including data querying knowledge extraction. •Interact part interdisciplinary project teams drive effective decision-making mining developing predictive models •Develop new skills area cheminformatics drug discovery leverage accelerate development new machine learning algorithms •Keep ahead scientific literature interact internal external scientists integrate novel data science technologies Minimum requirements Education: Advanced degree (M.Sc. higher) data science machine learning, statistics, computer sciences, cheminformatics, mathematics, computational chemistry, computational biology, bioinformatics, related field. Minimum experience skills: •In-depth experience modern classical machine learning methods •Strong statistical foundation broad knowledge supervised unsupervised techniques •Programming experience (preferred Python, C++) preferably Linux high-performance computing environments •Good listener strong, concise, consistent written oral communication •Talent communicating stories data visualizations •Proven ability collaborate others passion tackling challenging problems developing creative solutions drive self-development focus scientific know-how Additional qualifications help role: •Demonstrated impact using machine learning libraries, scikit-learn, PyTorch similar cheminformatics context •Hands experience data analysis software Spotfire, R-shiny similar •Working experience open-source cheminformatics toolkits RDKit •Working experience source-code management systems Git/github/bitbucket •Familiar foundational concepts molecular biology, pharmacology medicine. Working knowledge medicinal chemistry drug discovery plus Why consider Novartis? 750 million. That’s many lives products touch. And we’re proud fact, world digital technological transformation, must also ask this: continue improve extend even people’s lives? believe answers found curious, courageous collaborative people like brought together inspiring environment. Where you’re given opportunities explore power digital data. Where you’re empowered risk failure taking smart risks, you’re surrounded people share determination tackle world’s toughest medical challenges. Novartis. Join help reimagine medicine. Job Type Full Time Country USA Work Location Cambridge, Functional Area Research Development Division NIBR Business Unit Global Discovery Chemistry Employment Type Regular Company/Legal Entity NIBRI EEO Statement The Novartis Group Companies Equal Opportunity Employers take pride maintaining diverse environment. discriminate recruitment, hiring, training, promotion employment practices reasons race, color, religion, gender, national origin, age, sexual orientation, marital veteran status, disability, legally protected status. Shift Work"
Data Scientist,3.8,Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",7500.5,1996,Company - Public,Telecommunications Services,Telecommunications,-1,121.0,3500.0,"Title: Software Engineer, Data Science Design, develop implement ML/Analytics features high-performance cloud monitoring, analytics optimization software. Description: AppFormix team Juniper seeking Data Science engineer work developing sophisticated analytics cloud monitoring optimization platform. You responsible solving complex problems designing solutions provide user meaningful insights health usage patterns cloud infrastructure. Responsibilities: Design develop ML/analytics related features leveraging supervised/unsupervised machine learning algorithms, data science knowledge. Develop tools anomaly detection, forecast models, capacity planning, metric correlation models work scale large volumes time- series data. Work team develop APIs, schemas. Contribute test automation infrastructure adding unit tests, system tests ensure high code quality reliability. Participate design discussions code reviews. Minimum Qualifications: Bachelor’s Master's degree foreign equivalent Computer Engineering Computer Science. Proficiency machine learning, data science. Ability leverage knowledge visualize, design build machine learning models heuristics provide useful insights cloud platforms resource usage patterns. Proficiency Python Object Oriented Languages Deep Learning/Machine Learning Frameworks: (Scikit-Learn, TensorFlow, Keras, PySpark ML) Ability clearly thought APIs write clean, efficient code. Ability handle multiple tasks, prioritize meet deadlines fast-paced work environment. Excellent verbal written communication skills Preferred Qualifications: years experience developing ML/Analytics Experience building highly scalable distributed systems Working knowledge implementing web services backend Experience REST APIs Experience databases (Mongo, Redis, SQL) Juniper Networks enrolled E-Verify® participating E-Verify addition Form I-9 process. www.dhs.gov/E-Verify Juniper Networks Equal Opportunity/Affirmative Action Employer."
Data Scientist,4.7,New England Biolabs,"Ipswich, MA","Ipswich, MA",350.5,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Thermo Fisher Scientific, Enzymatics, Illumina",112.5,24319.000761035008,"New England Biolabs seeking Data Scientist build, improve utilize varied complex data sources use make excellent biological products. NEB provides world-class working environment including high quality computational infrastructure, skilled colleagues, opportunities exchange knowledge internal external scientists. Primary Responsibilities: Construct, extend, maintain scientific software tools used NEB study enzymes activities. Collaborate members Research, Product Development, Production, Quality Control groups identify patterns trends quantitative scientific data. Required Qualifications Experience: Degree computational field meaningful experience working varied complex datasets. Software development skills (Ruby, Python, others). Appreciation simple, high-quality, maintainable software. Enthusiasm data modeling, storage visualization. Demonstrated oral written communication skills. Strong work ethic, emphasizing efficiency quality work. Accessible evidence software development history (e.g., GitHub). Passion learning. Interest applications biologically derived tools address important challenges. Preferred Qualifications Experience: Expertise high volume analysis data many sources. Experience virtualization technologies (kubernetes, cvmfs, lxc). Experience infrastructure automation tools (Ansible, Chef, Salt, etc.) Modern web development skills (HTML5, Rails, Vue.js, etc.). Cluster computing scientific workflow frameworks (Galaxy, Nextflow, snakemake, CWL, etc.). New England Biolabs, Inc. Equal Opportunity/Affirmative Action Employer Minorities, Females, Disabled Protected Veterans participating employer Employment Verification (E-Verify) program. More in-depth details EEO available here. need accommodation part employment process medical condition disability, please send email hr@neb.com call 978-927-5054 let know nature request."
Web Data Analyst,4.2,Clarity Insights,"San Jose, CA","Chicago, IL",350.5,2008,Company - Private,IT Services,Information Technology,-1,106.0,24319.000761035008,"looking Web Data Analyst assist 6-12+ month project client San Jose Required Skills Experience BS/MS Math, Science, Marketing, Econometrics, Computer science quantitative discipline years web analytics eCommerce experience tracking systems online behavior. years Big data analytics. years hands experience Adobe Analytics (Omniture), Adobe Report Builder, Adobe Data Wearhouse Web clickstream data. Knowledge heat map applications. Proven ability extract, conceptualize communicate significant patterns visitor behavior web data identifies important business opportunities. Deep knowledge web data proven record experiment design (A/B test) well building engagement funnel, conversion funnel web engagement KPIs. Proficiency close loop data analytics logic development, code execution, data visualization storytelling. Ability articulate optimization opportunities translate business questions appropriate statistical techniques. Significant experience working Big data, data mining data modeling translates project development, execution insights delivery. Demonstrated fluency working multi system tracking environment ability derive insights based data collection different sources. Outstanding skills data delivery technologies tools limited Tableau, Excel, PowerPoint/Keynote. Fluency SQL, big data applications, CLI commands, scripting languages Python/R, statistical applications data visualization tools (Tableau, Power ClickView) Passion data discovery striving accuracy."
Data Scientist,3.5,Esri,"Redlands, CA","Redlands, CA",3000.5,1969,Company - Private,Computer Hardware & Software,Information Technology,Pitney Bowes,107.0,1500.0,"Overview Are passionate changing world machine learning location intelligence? yes, it’s right time join team so! With IoT revolution (30 billion sensors 2020), consumerization mapping, location data growing exponentially day day, location becoming extremely important people. want enable organizations businesses beyond basic visualization analytics massive data, realm two three steps ahead game extracting advanced levels intelligence it, predicting important events, automating significant proportions work machine learning. looking entrepreneurial, collaborative person strong hands-on experience solid track record statistical analysis, machine learning, predictive analytics, software engineering, passion location help mission build world class predictive location analytics solutions customers 160+ countries. Responsibilities: Build high-quality prediction systems solve customers' business problems applying data mining machine learning techniques; statistical analysis; exploring, interpreting, analyzing datasets patterns interest Work closely different teams understanding customers’ needs craft pitch machine learning use cases Model business problems machine learning ones, mapping business data dependent independent features, proper feature engineering, iterating different predictive models, conducting hyper parameter optimization yield highest prediction accuracy, deploying model production Help build data science machine learning capability inside Esri: develop best practices patterns geospatial machine learning, develop reusable technical components demos POCs, identify help establish needed technology stack infrastructure Keep date latest technology trends machine deep learning quickly learn new frameworks/techniques used projects delivery Requirements years practical machine learning experience, within established technical organizations Self-learner strong communication skills (writing markdown README files, blogs, how-to instructions) Experience applied statistics skills distributions, statistical testing, regression Software engineering, continuous integration lifecycle management Writing Python, Java, Scala extensive use unit tests, Git, Docker Ability perform data extraction, transformation, loading multiple data sources sinks Experience data visualization Tableau Jupyter Notebooks Model building hyper parameter tuning Experience deploying software AWS, Azure, cloud service Experience machine learning deep learning supervised, unsupervised, reinforcement learning methods Have fundamental understanding algorithms back propagation, ReLU, Bayes, Random Forests, etc. Experience dealing massive data sets using big data tools Experience time series analysis Bachelor's mathematics, statistics, computer science, related field, depending position level (master's PhD preferred) Recommended Qualifications: Experience spatial GIS concepts Experience CUDA/GPU programming Familiarity one following: Hadoop HDFS, Spark, Accumulo, Presto, MongoDB, Elastic Search, Cassandra, HBase, Mahout, Pig, Hive, DC/OS, Kubernetes #LI-MS1 The Company Our passion improving quality life geography heart everything do. Esri’s geographic information system (GIS) technology inspires enables governments, universities, businesses worldwide save money, lives, environment deeper understanding changing world around them. Carefully managed growth zero debt give Esri stability uncommon today's volatile business world. Privately held, offer exceptional benefits, competitive salaries, 401(k) profit-sharing programs, opportunities personal professional growth, much more. Esri equal opportunity employer (EOE) qualified applicants receive consideration employment without regard race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, characteristic protected law. need reasonable accommodation part employment process, please email humanresources@esri.com let know nature request contact information. Please note inquiries concerning request reasonable accommodation responded e-mail address."
Data Scientist,4.7,Systems & Technology Research,"Woburn, MA","Woburn, MA",350.5,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,-1,110.0,300.0,"STR government research contractor specializing advanced research development defense, intelligence, homeland security applications. pride developing cutting-edge technologies significant immediate impact national security. Our product staff; prioritize cultivating team driven talented scientists engineers together culminate premier company. Every Analyst Scientist One primary goals empower intelligence analysts able study data like scientists. The tools develop focus streamlining intelligence analysis integrated algorithms software provide insight geopolitical landscape use operational intelligence missions around world. The Role: Data Scientist, live motto “Data Destiny.” You work diverse collection massive datasets, including social media, structured unstructured text, geospatial, time series, imagery data. You design, test, validate statistical tests machine learning models support cutting-edge problems national security space. Your expertise data scientist aid diverse team researchers build state-of-the-art tools technologies deployed extract enrich intelligence used analysts. would like help intelligence defense analysis keep pace modern machine learning software techniques, role you! Who are: degree scientific field Statistics, Mathematics, Computer Science Experience statistical modeling including performance evaluation uncertainty quantification Proficiency scientific programming language, preferably Python, familiarity Numpy, Pandas, and/or Scikit-learn packages Experience grooming sparse, incomplete, noisy datasets Motivated collaborator excellent communicator ideas technical non-technical audiences citizen willing obtain U.S. Security Clearance Even better: PhD scientific field Statistics, Mathematics, Computer Science, Data Science years relevant work experience Familiarity handling analyzing data scale, example using Hadoop, Dask, Spark, MapReduce Working knowledge data store tools SQL Elasticsearch, experience interacting databases Experience deep learning neural network training, testing, evaluation fluency Tensorflow PyTorch Specialized expertise data-rich field time-series analysis, graph analytics, geospatial analysis, image processing, Bayesian programming Active U.S. Security Clearance Compensation: Competitive salary Comprehensive benefits (Medical, Dental, Vision, Disability, Life) 401k company match Competitive flexible paid time Continued higher education reimbursement Profit sharing (Additional match 401k) Phone reimbursement plan And more! STR dedicated fostering diverse inclusive workforce employees, regardless race, ethnicity, gender, neurodiversity, personal characteristics, feel valued, included, empowered achieve best. recognize employee’s backgrounds, experiences, perspectives essential providing customers innovative solutions challenging national security problems. STR’s commitment attracting, retaining, engaging talented diverse professionals demonstrated participation, sponsorship, support local national minority organizations. Applicants must Citizens."
Senior Data Scientist,3.5,Sartorius,"Fremont, CA","Gottingen, Germany",7500.5,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,147.5,1500.0,"Sartorius Stedim Data Analytics, market leader advanced analytics provider Umetrics Suite Data Analytics Solutions, strong growth path driving new innovative solutions field. currently outstanding opportunity Senior Data Scientist drive customer applications, support Sartorius sales teams feedback customer needs development new solutions. The incumbent key role strong customer focus help secure innovation growth new existing customers. What look forward Assisting customers solving business related problems using advanced data analysis data driven technologies Supporting implementation advanced analytics industry Analyzing large amounts data building data driven models Initiating, leading driving customer projects Training customers use software Supporting sales (pre/post) Supporting marketing development Performing regular follow customers track satisfaction, secure project momentum discover additional opportunities Creating technical documents Attending presenting conferences, seminars forums Developing cultivating strong relationships external internal stakeholders Being part team data scientists Skills experience Minimum master’s degree relevant field (engineering, life sciences, informatics, automation/control, etc.), Ph.D. preferred Minimum five years’ work experience within Biopharma Pharma Minimum five years’ working knowledge applied statistics including MVDA, DOE, MSPC, PAT, QbD, Model Predictive Control (MPC), MMPC, AI/Machine learning Strong bioprocess knowledge preferred Familiarity Umetrics Suite Data Analytics Solutions preferred (MODDE, SIMCA, SIMCA-online, Control Advisor, Active Dashboard) Working knowledge prescriptive analytics preferred Working knowledge Python scripting preferred Working knowledge MATLAB, data historians control strategies plus Teaching, consulting project management experience preferred Excellent communications skills, strong presentation skills Comfortable working independently Comfortable working home office, willingness travel (~25%) Strong identification Sartorius core values: sustainability, openness, enjoyment Driving future growth requires talented people. Sartorius dynamic organization suited people want showcase skills, recognized expertise thrive vibrant innovative environment. All qualified applicants receive consideration employment without regard race, color, religion, sex national origin. also equal opportunity employer individuals disabilities protected veterans. Please view equal employment opportunity posters provided OFCCP https://e-verify.uscis.gov/esp/media/resourcesContents/EverifyPosterEnglish.pdf https://e-verify.uscis.gov/esp/media/resourcesContents/EverifyPosterSpanish.pdf https://e-verify.uscis.gov/esp/media/resourcesContents/WebBPPOSTERRtoWEnglishversion.pdf https://e-verify.uscis.gov/esp/media/resourcesContents/WebBPPOSTERRtoWSpanishversion.pdf Interested? Driving future growth requires talented people. Sartorius dynamic organisation suited people want showcase skills, recognised expertise thrive vibrant innovative environment. find Sartorius employer visit Sartorius Careers Become part global team."
Data Engineer,3.5,Lancer Insurance,"Long Beach, NY","Long Beach, NY",350.5,1985,Company - Private,Insurance Carriers,Insurance,-1,106.0,300.0,"Lancer Insurance Company looking Data Engineer develop, maintain, test evaluate data solutions support business goals. The person also develop data models, corresponding data architecture documents API’s. The right candidate excellent communicator strategic thinker. Duties Responsibilities Create, design maintain reusable datasets analysis data scientists. Assess new data sources better understand availability quality data. Provide governance best practices data structures, data integrity, querying. Interpret business needs requests, rapidly implement effective technical solutions. Design, implement enhance ETL (extract, transform load) processes. Write SQL queries answer questions stakeholders. Maintain source code repository scripts (SQL, Python, data products (dashboards, reports, etc.). Work technology teams (BA,QA, Dev Admin) understand data capture testing needs. Automate improve creation/maintenance reports dashboards. Skills Experience BA/BS Master's degree emphasis coursework quantitative nature (e.g., Statistics, Computer Science, Engineering, Mathematics, Data Sciences). Advanced SQL relational databases including queries, database definition schema design. Python experience required. Writing maintaining ETL variety structured unstructured sources. Experience sourcing data via REST web services. Excellent written verbal communication skills. Microsoft SQL Server, SQL Server Integration Services (SSIS), Business Intelligence Development Studio (BIDS), Excel (pivot tables). Insurance experience plus."
Data Analyst,4.2,Sauce Labs,"San Francisco, CA","San Francisco, CA",350.5,2008,Company - Private,IT Services,Information Technology,"BrowserStack, Selenium Master, Perfecto Mobile",88.0,75.0,"About Role: The Data Analyst plays critical role turning project requirements actionable results. The ideal candidate position complete life cycle data generation outline critical information stakeholder. This person analyze business procedures recommend specific types data, laying foundation predictive models. You'll collaborative, cross-functional partner Product, Marketing Engineering teams uncovering insights, formulate test ideas accelerate business. Responsibilities: Create factor analyses customer lifecycle funnel conversion, focus product analytics, ranging onboarding journeys (path analysis) activation retention signals Partner data engineering define requirements data pipelines warehouse (Snowflake, Athena) data models Partnering data science peers identify gaps, improve quality, share advanced modeling techniques learnings. Work Product Management, DevOps needed provide SaaS customer adoption/usage insight shared sales, marketing organizations Perform extensive data validation/quality assurance analysis within large datasets Diagnose data-related bugs ensure resolved timely manner Develop maintain automated dashboards, metric reports data visualizations (Looker, Mixpanel, Tableau) train colleagues use Support business hoc reporting Develop high level expertise Sauce Labs data digging details, sources history data Requirements: years experience data analysis B2B companies specifically Saas required Experience using SQL, Python Candidates equally strong exploring data SQL tools. Strong understanding different database environments (Mongo, MySQL) including cloud-based ones (AWS) Familiarity data warehouse concepts data models Experience modern visualization tools (Looker, Tableau) and/or data analysis tools Strong communication skills (both oral written); Must able present results senior leadership, internal external stakeholders ability translate technical metrics business KPIs. Excellent organizational, motivational interpersonal skills, capable interfacing well multiple levels within large organization. Outstanding analytic modeling skills, proficient conceptualizing, implementing, evaluating highly accurate scalable advanced analytics solutions business problems. Knowledge health-related analytics concepts risk stratification, episode groupers, benchmarks. Professional positive approach building relationships quickly gain credibility senior executives. result success-oriented mentality, conveying sense urgency driving issues closure adapting adjusting multiple demands, shifting priorities, ambiguity, rapid change"
Data Scientist,4.1,Amount,"Chicago, IL","Chicago, IL",350.5,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,103.15389972144847,24319.000761035008,"Take career new heights working amazing company next level work FinTech industry. Amount thriving culture possess truly entrepreneurial spirit. value innovation individual voices, committed active inclusion diversity, support other's growth. Most importantly, we’re always ready hustle! About Amount technology company focused accelerating world’s transition digital financial services. create technology experiences help financial institutions better understand customers enabling live best financial lives. aim make easier financial institutions provide greater access smarter tools, everyone opportunity tackle financial challenges face. Our technology shaping future financial services enabling partners better understand serve customers, looking talented team members join journey. Amount seeking Data Scientist experience developing implementing machine learning models production environments. You responsible training, validating monitoring models built enhance Amount’s fraud verification tools. The models work critical component Amount’s product offering, helping partners confidently originate billions dollars annually credit products. you’re ready thrive fast-paced environment, come join organization visionary leadership FinTech disruptors. With help, continue reinvent banking helping Amount platform partners innovate digitize banking products services! What you’ll work on: Develop models supplement Amount’s fraud verification capabilities Collaborate product teams develop model implementation strategies Identify meaningful dependent variables candidate training populations Feature engineering feature selection Identify appropriate model methodologies, hyperparameter tuning, model performance validation Produce documentation satisfy internal external model validation requirements Who are: Bachelor’s degree mathematics, statistics, computer science quantitative field. Master’s degree preferred Knowledge machine learning algorithms practical applications years experience data science role deploying models live production environments Expertise Python Strong communication skills, ability defend choices made model development Our values: Optimistic: believe technology power improve financial lives everyone. Teamwork: make best technology work clients working together. Risk Aware: understand impacts every decision make high risk industry. Integrity: work honestly undivided commitment make possible. Eager: self-starters, fully engaged committed pushing great ideas forward quickly responsibly. Respectful: honor diversity, value inclusion, create environment belonging people backgrounds. Committed: dedicated highest standard partners, customers, people. Curious: seek understand core problem, enabling find right solution. Benefits Perks: -Take time need need Flexible PTO open vacation policy. -Enjoy daily lunch subsidy Fooda partnership, healthy snacks! -We also offer monthly treats, wine beer tap, more! -Some days difficult commute office, happy offer work home flexibility sign manager. -Stay active taking advantage onsite gym membership. -We offer medical, dental, vision also Employee Assistance Program commuter benefits. -We proud offer meaningful equity competitive 401k plan. -Short-term disability, long-term disability, life insurance options too!"
Data Engineer,3.6,Persivia,"Marlborough, MA","Lowell, MA",25.5,-1,Company - Private,-1,-1,-1,98.5,1.0,"Position Title: Data Engineer Persivia seeking Data Engineer help support customer base well development team. This position requires extracting data Meditech, Mckesson, Epic hospital systems. The qualified candidate Data specialist exhibits expertise extracting data Meditech, possess strong knowledge focus data extracts Quality Reporting perspective. Key Activities: Perform System setup extraction medical data hospital’s databases. Maintain XSLT, SQL, Java scripts mass loading rendering XML files. Troubleshoot problems reported customers help solve technical issues Perform coding tasks using C#, .Net SQL, Java. Answer questions customers well prospective customers features capabilities solutions. Develop customer-facing documentation solutions as-needed basis. Communicate customer needs wishes product team. Work highly secure environments. Required Skills: Expertise extracting data multiple hospital systems. Ability maintain execute XSLT, SQL Java scripts batch loading rendering XML files. Hands-on experience working HL7 (V3 preferred), XML, web services. Knowledge relation databases (SQL Server, Oracle) huge plus Experience working hospital EMRs Meditech, McKesson, Epic Cerner Ambulatory EMRs eClinicalWorks, Aprima, NextGen, PracticeFusion Elation. Experience working Java, C#, .Net MS-SQL. The ability good listener, really understand customer problem question help solve it. Bachelor’s degree Computer Science, technical field, equivalent experience. Minimum years relevant work experience. Excellent written verbal communication skills. Strong customer service skills. Strong organizational skills."
